chr	start	end	strand	gene_id	gene_name	gene_biotype
XVI	479225	480175	+	YPL039W	YPL039W	protein_coding
XVI	480182	480373	+	YPL038W-A	YPL038W-A	protein_coding
XVI	480535	481068	+	YPL038W	YPL038W	protein_coding
XVI	481428	481901	-	YPL037C	YPL037C	protein_coding
XVI	482843	485686	+	YPL036W	YPL036W	protein_coding
XVI	486564	486911	-	YPL035C	YPL035C	protein_coding
XVI	486712	487209	+	YPL034W	YPL034W	protein_coding
XVI	487362	488207	-	YPL033C	YPL033C	protein_coding
XVI	488887	491364	-	YPL032C	YPL032C	protein_coding
XVI	492018	493037	-	YPL031C	PHO85	protein_coding
XVI	493543	495246	+	YPL030W	YPL030W	protein_coding
XVI	495506	497719	+	YPL029W	SUV3	protein_coding
XVI	498096	499292	+	YPL028W	ERG10	protein_coding
XVI	499665	500402	+	YPL027W	YPL027W	protein_coding
XVI	500675	502183	-	YPL026C	SKS1	protein_coding
XVI	502473	503030	-	YPL025C	YPL025C	protein_coding
XVI	503517	504242	+	YPL024W	RMI1	protein_coding
XVI	504339	506312	-	YPL023C	YPL023C	protein_coding
XVI	506697	509999	+	YPL022W	RAD1	protein_coding
XVI	511101	511664	+	YPL021W	ECM23	protein_coding
XVI	512313	514178	-	YPL020C	ULP1	protein_coding
XVI	514511	517018	-	YPL019C	VTC3	protein_coding
XVI	517651	518760	+	YPL018W	CTF19	protein_coding
XVI	518734	520233	-	YPL017C	YPL017C	protein_coding
XVI	521014	524958	+	YPL016W	SWI1	protein_coding
XVI	525810	526883	-	YPL015C	YPL015C	protein_coding
XVI	527547	528692	+	YPL014W	YPL014W	protein_coding
XVI	528985	529350	-	YPL013C	YPL013C	protein_coding
XVI	529723	533409	+	YPL012W	YPL012W	protein_coding
XVI	533642	534703	-	YPL011C	TAF3	protein_coding
XVI	535018	535587	+	YPL010W	YPL010W	protein_coding
XVI	535820	538936	-	YPL009C	YPL009C	protein_coding
XVI	539385	541970	+	YPL008W	CHL1	protein_coding
XVI	542082	543848	-	YPL007C	TFC8	protein_coding
XVI	544631	548143	+	YPL006W	YPL006W	protein_coding
XVI	548486	550306	+	YPL005W	YPL005W	protein_coding
XVI	550632	551657	-	YPL004C	YPL004C	protein_coding
XVI	552020	553408	+	YPL003W	ULA1	protein_coding
XVI	553627	554328	-	YPL002C	SNF8	protein_coding
XVI	554605	555729	+	YPL001W	HAT1	protein_coding
XVI	556377	557837	+	YPR001W	YPR001W	protein_coding
XVI	558385	559935	+	YPR002W	YPR002W	protein_coding
XVI	560198	560289	-	tF(GAA)P1	tF(GAA)P1	tRNA
XVI	560569	560766	-	YPR002C-A	YPR002C-A	protein_coding
XVI	561504	563768	-	YPR003C	YPR003C	protein_coding
XVI	564007	565041	-	YPR004C	YPR004C	protein_coding
XVI	565787	566671	-	YPR005C	YPR005C	protein_coding
XVI	567269	568996	-	YPR006C	YPR006C	protein_coding
XVI	569336	571378	-	YPR007C	REC8	protein_coding
XVI	572269	572339	+	tG(GCC)P1	tG(GCC)P1	tRNA
XVI	573018	575102	+	YPR008W	YPR008W	protein_coding
XVI	576552	577358	+	YPR009W	YPR009W	protein_coding
XVI	577585	581196	-	YPR010C	RPA135	protein_coding
XVI	582062	582134	+	tK(CUU)P	tK(CUU)P	tRNA
XVI	582373	582734	-	YPR010C-A	YPR010C-A	protein_coding
XVI	583062	584042	-	YPR011C	YPR011C	protein_coding
XVI	584309	584563	+	YPR012W	YPR012W	protein_coding
XVI	584632	585585	-	YPR013C	YPR013C	protein_coding
XVI	587189	587518	-	YPR014C	YPR014C	protein_coding
XVI	590283	591026	-	YPR015C	YPR015C	protein_coding
XVI	592332	593069	-	YPR016C	TIF6	protein_coding
XVI	593096	593356	+	YPR016W-A	YPR016W-A	protein_coding
XVI	593486	593917	-	YPR017C	YPR017C	protein_coding
XVI	594476	596296	+	YPR018W	RLF2	protein_coding
XVI	596750	599551	+	YPR019W	MCM4	protein_coding
XVI	599870	600217	+	YPR020W	YPR020W	protein_coding
XVI	600649	603357	-	YPR021C	YPR021C	protein_coding
XVI	603911	607312	-	YPR022C	YPR022C	protein_coding
XVI	608826	610031	-	YPR023C	YPR023C	protein_coding
XVI	610481	612724	+	YPR024W	YME1	protein_coding
XVI	613377	614558	-	YPR025C	YPR025C	protein_coding
XVI	615379	619014	+	YPR026W	YPR026W	protein_coding
XVI	620425	621258	-	YPR027C	YPR027C	protein_coding
XVI	622540	622631	-	tF(GAA)P2	tF(GAA)P2	tRNA
XVI	623527	624202	+	YPR028W	YOP1	protein_coding
XVI	624469	626967	-	YPR029C	YPR029C	protein_coding
XVI	627880	631245	+	YPR030W	CSR2	protein_coding
XVI	631515	633761	+	YPR031W	YPR031W	protein_coding
XVI	634123	637224	+	YPR032W	SRO7	protein_coding
XVI	637379	639019	-	YPR033C	HTS1	protein_coding
XVI	639525	640958	+	YPR034W	ARP7	protein_coding
XVI	642208	643320	+	YPR035W	YPR035W	protein_coding
XVI	643836	645272	+	YPR036W	VMA13	protein_coding
XVI	645950	646153	+	YPR036W-A	YPR036W-A	protein_coding
XVI	646448	647038	-	YPR037C	YPR037C	protein_coding
XVI	646836	647195	+	YPR038W	YPR038W	protein_coding
XVI	647012	647347	+	YPR039W	YPR039W	protein_coding
XVI	647305	648375	+	YPR040W	YPR040W	protein_coding
XVI	648704	649921	+	YPR041W	TIF5	protein_coding
XVI	650435	653662	-	YPR042C	YPR042C	protein_coding
XVI	654166	654847	+	YPR043W	RPL43A	protein_coding
XVI	654524	654877	-	YPR044C	YPR044C	protein_coding
XVI	655140	656552	-	YPR045C	THP3	protein_coding
XVI	656799	657344	+	YPR046W	YPR046W	protein_coding
XVI	657529	658938	+	YPR047W	MSF1	protein_coding
XVI	659182	661053	+	YPR048W	YPR048W	protein_coding
XVI	661137	664673	-	YPR049C	ATG11	protein_coding
XVI	664953	665366	-	YPR050C	YPR050C	protein_coding
XVI	664960	665490	+	YPR051W	MAK3	protein_coding
XVI	665693	665974	-	YPR052C	YPR052C	protein_coding
XVI	665788	666243	-	YPR053C	YPR053C	protein_coding
XVI	666280	667446	+	YPR054W	YPR054W	protein_coding
XVI	667676	670873	+	YPR055W	YPR055W	protein_coding
XVI	671126	672142	+	YPR056W	YPR056W	protein_coding
XVI	672471	673496	+	YPR057W	YPR057W	protein_coding
XVI	673751	674674	+	YPR058W	YPR058W	protein_coding
XVI	674314	674700	-	YPR059C	YPR059C	protein_coding
XVI	674861	675631	-	YPR060C	ARO7	protein_coding
XVI	675977	676882	-	YPR061C	YPR061C	protein_coding
XVI	677165	677641	+	YPR062W	FCY1	protein_coding
XVI	677812	678320	-	YPR063C	YPR063C	protein_coding
XVI	678951	679370	+	YPR064W	YPR064W	protein_coding
XVI	679693	680799	+	YPR065W	ROX1	protein_coding
XVI	681213	682112	+	YPR066W	YPR066W	protein_coding
XVI	682220	682777	+	YPR067W	YPR067W	protein_coding
XVI	682941	684353	-	YPR068C	YPR068C	protein_coding
XVI	684556	685437	-	YPR069C	YPR069C	protein_coding
XVI	685898	687598	+	YPR070W	YPR070W	protein_coding
XVI	688172	688807	+	YPR071W	YPR071W	protein_coding
XVI	689565	689646	+	tS(UGA)P	SUP16	tRNA
XVI	690107	691789	+	YPR072W	YPR072W	protein_coding
XVI	691933	692418	-	YPR073C	YPR073C	protein_coding
XVI	692796	694838	-	YPR074C	YPR074C	protein_coding
XVI	695018	695188	+	YPR074W-A	YPR074W-A	protein_coding
XVI	695737	696819	-	YPR075C	YPR075C	protein_coding
XVI	696476	696850	+	YPR076W	YPR076W	protein_coding
XVI	697131	697502	-	YPR077C	YPR077C	protein_coding
XVI	697147	698265	-	YPR078C	YPR078C	protein_coding
XVI	698869	700014	+	YPR079W	YPR079W	protein_coding
XVI	700594	701970	+	YPR080W	TEF1	protein_coding
XVI	702114	703970	-	YPR081C	YPR081C	protein_coding
XVI	704225	704656	-	YPR082C	DIB1	protein_coding
XVI	704854	706593	+	YPR083W	YPR083W	protein_coding
XVI	706972	708342	+	YPR084W	YPR084W	protein_coding
XVI	708497	709828	-	YPR085C	YPR085C	protein_coding
XVI	710101	711138	+	YPR086W	SUA7	protein_coding
XVI	711354	711674	+	YPR087W	YPR087W	protein_coding
XVI	711403	713028	-	YPR088C	SRP54	protein_coding
XVI	713275	715941	+	YPR089W	YPR089W	protein_coding
XVI	716156	718468	-	YPR091C	YPR091C	protein_coding
XVI	718379	718684	+	YPR092W	YPR092W	protein_coding
XVI	718700	718806	-	snR51	snR51	snoRNA
XVI	718887	719050	-	snR70	snR70	snoRNA
XVI	719148	719242	-	snR41	snR41	snoRNA
XVI	719558	720424	-	YPR093C	YPR093C	protein_coding
XVI	720637	720960	+	YPR094W	YPR094W	protein_coding
XVI	721037	724717	-	YPR095C	YPR095C	protein_coding
XVI	724842	725144	-	YPR096C	YPR096C	protein_coding
XVI	725394	728615	+	YPR097W	YPR097W	protein_coding
XVI	728947	729528	-	YPR098C	YPR098C	protein_coding
XVI	729757	730113	-	YPR099C	YPR099C	protein_coding
XVI	729791	730213	+	YPR100W	YPR100W	protein_coding
XVI	730492	731019	+	YPR101W	SNT309	protein_coding
XVI	731224	731748	-	YPR102C	RPL11A	protein_coding
XVI	732349	733212	+	YPR103W	PRE2	protein_coding
XVI	733623	736433	-	YPR104C	FHL1	protein_coding
XVI	736984	739569	-	YPR105C	COG4	protein_coding
XVI	740061	741392	+	YPR106W	YPR106W	protein_coding
XVI	741438	742064	-	YPR107C	YPR107C	protein_coding
XVI	742454	743743	+	YPR108W	YPR108W	protein_coding
XVI	744175	744387	+	YPR108W-A	YPR108W-A	protein_coding
XVI	744284	744355	+	tT(UGU)P	tT(UGU)P	tRNA
XVI	744689	745573	+	YPR109W	YPR109W	protein_coding
XVI	745828	746835	-	YPR110C	RPC40	protein_coding
XVI	747306	749000	+	YPR111W	YPR111W	protein_coding
XVI	749256	751919	-	YPR112C	YPR112C	protein_coding
XVI	752257	752919	+	YPR113W	YPR113W	protein_coding
XVI	753301	754248	+	YPR114W	YPR114W	protein_coding
XVI	754877	758128	+	YPR115W	RGC1	protein_coding
XVI	758648	759481	+	YPR116W	YPR116W	protein_coding
XVI	760025	767494	+	YPR117W	YPR117W	protein_coding
XVI	767752	768987	+	YPR118W	YPR118W	protein_coding
XVI	769207	769302	-	tK(UUU)P	tK(UUU)P	tRNA
XVI	771653	773128	+	YPR119W	YPR119W	protein_coding
XVI	773875	775182	-	YPR120C	YPR120C	protein_coding
XVI	775765	775836	-	tC(GCA)P2	tC(GCA)P2	tRNA
XVI	778583	780301	+	YPR121W	YPR121W	protein_coding
XVI	782045	785671	+	YPR122W	AXL1	protein_coding
XVI	786141	786575	-	YPR123C	YPR123C	protein_coding
XVI	786208	787428	+	YPR124W	YPR124W	protein_coding
XVI	787961	789325	+	YPR125W	YLH47	protein_coding
XVI	789077	789385	-	YPR126C	YPR126C	protein_coding
XVI	790083	791120	+	YPR127W	YPR127W	protein_coding
XVI	791218	792204	-	YPR128C	YPR128C	protein_coding
XVI	792687	793736	+	YPR129W	SCD6	protein_coding
XVI	793374	793781	-	YPR130C	YPR130C	protein_coding
XVI	793911	794498	-	YPR131C	NAT3	protein_coding
XVI	794965	795767	+	YPR132W	RPS23B	protein_coding
XVI	795978	797210	-	YPR133C	SPN1	protein_coding
XVI	797557	797709	+	YPR133W-A	TOM5	protein_coding
XVI	798051	798857	+	YPR134W	YPR134W	protein_coding
XVI	799234	802017	+	YPR135W	CTF4	protein_coding
XVI	802325	802837	-	YPR136C	YPR136C	protein_coding
XVI	802359	804080	+	YPR137W	YPR137W	protein_coding
XVI	810676	810749	+	tN(GUU)P	tN(GUU)P	tRNA
XVI	810984	812453	-	YPR138C	YPR138C	protein_coding
XVI	813156	814058	-	YPR139C	VPS66	protein_coding
XVI	814391	815536	+	YPR140W	YPR140W	protein_coding
XVI	815734	817923	-	YPR141C	KAR3	protein_coding
XVI	818130	818693	-	YPR142C	YPR142C	protein_coding
XVI	818323	819075	+	YPR143W	YPR143W	protein_coding
XVI	819529	819602	+	tI(AAU)P1	tI(AAU)P1	tRNA
XVI	819765	821423	-	YPR144C	NOC4	protein_coding
XVI	821732	821903	+	snR45	snR45	snoRNA
XVI	822620	824338	+	YPR145W	YPR145W	protein_coding
XVI	824690	824926	-	YPR145C-A	YPR145C-A	protein_coding
XVI	825347	825676	-	YPR146C	YPR146C	protein_coding
XVI	825645	826559	-	YPR147C	YPR147C	protein_coding
XVI	826833	828140	-	YPR148C	YPR148C	protein_coding
XVI	829918	830439	+	YPR149W	NCE102	protein_coding
XVI	830999	831520	+	YPR150W	YPR150W	protein_coding
XVI	831055	831675	-	YPR151C	YPR151C	protein_coding
XVI	832061	833458	-	YPR152C	YPR152C	protein_coding
XVI	833689	834245	+	YPR153W	YPR153W	protein_coding
XVI	834565	835212	+	YPR154W	PIN3	protein_coding
XVI	835563	837413	-	YPR155C	YPR155C	protein_coding
XVI	837909	839777	-	YPR156C	YPR156C	protein_coding
XVI	841266	842669	+	YPR157W	YPR157W	protein_coding
XVI	843262	844020	+	YPR158W	YPR158W	protein_coding
XVI	856902	856974	+	tA(AGC)P	tA(AGC)P	tRNA
XVI	857583	859745	+	YPR159W	KRE6	protein_coding
XVI	860314	860415	-	YPR159C-A	YPR159C-A	protein_coding
XVI	860379	860449	+	tG(GCC)P2	tG(GCC)P2	tRNA
XVI	861306	864014	+	YPR160W	YPR160W	protein_coding
XVI	861934	862014	+	YPR160W-A	YPR160W-A	protein_coding
XVI	862577	862861	-	YPR160C-A	YPR160C-A	protein_coding
XVI	864449	866422	-	YPR161C	SGV1	protein_coding
XVI	866715	868304	-	YPR162C	YPR162C	protein_coding
XVI	868645	869955	-	YPR163C	TIF3	protein_coding
XVI	870703	874926	+	YPR164W	MMS1	protein_coding
XVI	875368	875997	+	YPR165W	YPR165W	protein_coding
XVI	876282	876629	-	YPR166C	YPR166C	protein_coding
XVI	876847	877632	-	YPR167C	YPR167C	protein_coding
XVI	878076	878549	+	YPR168W	NUT2	protein_coding
XVI	878690	880168	+	YPR169W	YPR169W	protein_coding
XVI	880296	880369	-	tI(AAU)P2	tI(AAU)P2	tRNA
XVI	882983	883318	-	YPR170C	YPR170C	protein_coding
XVI	883239	883595	+	YPR170W-B	YPR170W-B	protein_coding
XVI	883239	883457	+	YPR169W-A	YPR169W-A	protein_coding
XVI	883378	883563	+	YPR170W-A	YPR170W-A	protein_coding
XVI	883828	885558	+	YPR171W	YPR171W	protein_coding
XVI	885796	886398	+	YPR172W	YPR172W	protein_coding
XVI	886524	887837	-	YPR173C	VPS4	protein_coding
XVI	888043	888708	-	YPR174C	YPR174C	protein_coding
XVI	888974	891043	+	YPR175W	YPR175W	protein_coding
XVI	891101	892078	-	YPR176C	YPR176C	protein_coding
XVI	892313	892684	-	YPR177C	YPR177C	protein_coding
XVI	892332	893729	+	YPR178W	PRP4	protein_coding
XVI	893797	895764	-	YPR179C	HDA3	protein_coding
XVI	895961	897004	+	YPR180W	AOS1	protein_coding
XVI	897361	899667	-	YPR181C	YPR181C	protein_coding
XVI	900194	900454	+	YPR182W	SMX3	protein_coding
XVI	900755	901558	+	YPR183W	DPM1	protein_coding
XVI	902044	906654	+	YPR184W	YPR184W	protein_coding
XVI	907218	909434	+	YPR185W	ATG13	protein_coding
XVI	909733	911022	-	YPR186C	PZF1	protein_coding
XVI	911257	911800	+	YPR187W	RPO26	protein_coding
XVI	911988	912479	-	YPR188C	YPR188C	protein_coding
XVI	912664	916962	+	YPR189W	SKI3	protein_coding
XVI	917077	919041	-	YPR190C	RPC82	protein_coding
XVI	919381	920487	+	YPR191W	QCR2	protein_coding
XVI	921860	922777	+	YPR192W	YPR192W	protein_coding
XVI	922909	923379	-	YPR193C	HPA2	protein_coding
XVI	924304	926937	-	YPR194C	YPR194C	protein_coding
XVI	927965	928294	-	YPR195C	YPR195C	protein_coding
XVI	931376	932788	+	YPR196W	YPR196W	protein_coding
XVI	933898	934461	-	YPR197C	YPR197C	protein_coding
XVI	934034	935665	+	YPR198W	SGE1	protein_coding
XVI	938148	939032	-	YPR199C	ARR1	protein_coding
XVI	939279	939671	-	YPR200C	ARR2	protein_coding
XVI	939922	941136	+	YPR201W	ARR3	protein_coding
XVI	943032	943896	+	YPR202W	YPR202W	protein_coding
XVI	943880	944188	+	YPR203W	YPR203W	protein_coding
XVI	944603	947701	+	YPR204W	YPR204W	protein_coding
XVI	946856	947338	-	YPR204C-A	YPR204C-A	protein_coding
XIII	461	4684	-	YML133C	YML133C	protein_coding
XIII	827	1309	+	YML133W-B	YML133W-B	protein_coding
XIII	1610	2185	+	YML133W-A	YML133W-A	protein_coding
XIII	7244	8383	+	YML132W	YML132W	protein_coding
XIII	10198	11295	+	YML131W	YML131W	protein_coding
XIII	11483	13174	-	YML130C	YML130C	protein_coding
XIII	14541	14753	-	YML129C	YML129C	protein_coding
XIII	15135	16676	-	YML128C	YML128C	protein_coding
XIII	17064	18809	+	YML127W	YML127W	protein_coding
XIII	19060	20535	-	YML126C	ERG13	protein_coding
XIII	20761	21699	-	YML125C	PGA3	protein_coding
XIII	22048	23683	-	YML124C	YML124C	protein_coding
XIII	24037	25800	-	YML123C	PHO84	protein_coding
XIII	26038	26418	-	YML122C	YML122C	protein_coding
XIII	26930	27862	+	YML121W	YML121W	protein_coding
XIII	28266	29807	-	YML120C	YML120C	protein_coding
XIII	30611	31684	+	YML119W	YML119W	protein_coding
XIII	32334	33851	+	YML118W	YML118W	protein_coding
XIII	34243	37647	+	YML117W	YML117W	protein_coding
XIII	37472	37774	+	YML116W-A	YML116W-A	protein_coding
XIII	38196	39824	+	YML116W	ATR1	protein_coding
XIII	40187	41794	-	YML115C	VAN1	protein_coding
XIII	42043	43575	-	YML114C	TAF8	protein_coding
XIII	44045	44791	+	YML113W	YML113W	protein_coding
XIII	45063	45953	+	YML112W	YML112W	protein_coding
XIII	46942	49704	+	YML111W	YML111W	protein_coding
XIII	50031	50954	-	YML110C	COQ5	protein_coding
XIII	51640	54468	+	YML109W	ZDS2	protein_coding
XIII	54793	55110	+	YML108W	YML108W	protein_coding
XIII	55265	56269	-	YML107C	YML107C	protein_coding
XIII	56773	57453	+	YML106W	URA5	protein_coding
XIII	57866	58687	-	YML105C	YML105C	protein_coding
XIII	58939	62322	-	YML104C	YML104C	protein_coding
XIII	62582	67549	-	YML103C	YML103C	protein_coding
XIII	67768	67938	-	snR85	snR85	snoRNA
XIII	68294	69700	+	YML102W	YML102W	protein_coding
XIII	69409	69726	-	YML101C-A	YML101C-A	protein_coding
XIII	69735	70088	-	YML101C	YML101C	protein_coding
XIII	70138	70311	+	YML100W-A	YML100W-A	protein_coding
XIII	70624	73920	+	YML100W	YML100W	protein_coding
XIII	74229	74558	+	YML099W-A	YML099W-A	protein_coding
XIII	74398	77040	-	YML099C	ARG81	protein_coding
XIII	77267	77770	+	YML098W	TAF13	protein_coding
XIII	78335	79690	-	YML097C	VPS9	protein_coding
XIII	79909	81486	+	YML096W	YML096W	protein_coding
XIII	81481	82113	-	YML095C	YML095C	protein_coding
XIII	82219	82620	-	YML094C-A	YML094C-A	protein_coding
XIII	82275	82849	+	YML094W	GIM5	protein_coding
XIII	83090	85789	+	YML093W	YML093W	protein_coding
XIII	85987	86739	-	YML092C	YML092C	protein_coding
XIII	87123	90731	-	YML091C	YML091C	protein_coding
XIII	90744	91130	+	YML090W	YML090W	protein_coding
XIII	91041	91409	-	YML089C	YML089C	protein_coding
XIII	91970	92027	+	ZOD1	ZOD1	ncRNA
XIII	92235	94241	+	YML088W	YML088W	protein_coding
XIII	94431	95369	-	YML087C	YML087C	protein_coding
XIII	95791	97371	-	YML086C	YML086C	protein_coding
XIII	97941	99400	-	YML085C	YML085C	protein_coding
XIII	99489	99797	+	YML084W	YML084W	protein_coding
XIII	99794	101050	-	YML083C	YML083C	protein_coding
XIII	101862	103811	+	YML082W	YML082W	protein_coding
XIII	103983	104162	-	YML081C-A	YML081C-A	protein_coding
XIII	104777	108532	+	YML081W	YML081W	protein_coding
XIII	108806	110077	+	YML080W	YML080W	protein_coding
XIII	110247	110852	+	YML079W	YML079W	protein_coding
XIII	111002	111550	+	YML078W	CPR3	protein_coding
XIII	111865	112344	+	YML077W	YML077W	protein_coding
XIII	112513	115347	-	YML076C	YML076C	protein_coding
XIII	115734	118898	-	YML075C	YML075C	protein_coding
XIII	120089	121324	-	YML074C	FPR3	protein_coding
XIII	123227	124172	-	YML073C	RPL6A	protein_coding
XIII	124730	129367	-	YML072C	YML072C	protein_coding
XIII	129749	131572	-	YML071C	COG8	protein_coding
XIII	131825	131896	-	tR(UCU)M2	tR(UCU)M2	tRNA
XIII	133475	135229	+	YML070W	YML070W	protein_coding
XIII	135500	137158	+	YML069W	YML069W	protein_coding
XIII	137550	138944	+	YML068W	YML068W	protein_coding
XIII	139063	140214	-	YML067C	YML067C	protein_coding
XIII	140424	141533	-	YML066C	YML066C	protein_coding
XIII	142210	144954	+	YML065W	YML065W	protein_coding
XIII	145139	145876	-	YML064C	YML064C	protein_coding
XIII	146482	147249	+	YML063W	RPS1B	protein_coding
XIII	147505	148683	-	YML062C	MFT1	protein_coding
XIII	148953	151532	-	YML061C	PIF1	protein_coding
XIII	151871	153001	+	YML060W	YML060W	protein_coding
XIII	153219	158258	-	YML059C	YML059C	protein_coding
XIII	158760	158966	+	YML058W-A	YML058W-A	protein_coding
XIII	159383	159697	+	YML058W	YML058W	protein_coding
XIII	160023	160412	-	YML057C-A	YML057C-A	protein_coding
XIII	160180	161994	+	YML057W	CMP2	protein_coding
XIII	162194	164176	-	YML056C	YML056C	protein_coding
XIII	163535	163620	-	snR54	snR54	snoRNA
XIII	164790	165326	+	YML055W	SPC2	protein_coding
XIII	165533	167308	-	YML054C	YML054C	protein_coding
XIII	167623	167781	-	YML054C-A	YML054C-A	protein_coding
XIII	168795	168883	+	tY(GUA)M1	tY(GUA)M1	tRNA
XIII	169116	169754	-	YML053C	YML053C	protein_coding
XIII	170402	171310	+	YML052W	YML052W	protein_coding
XIII	171594	172901	+	YML051W	YML051W	protein_coding
XIII	173139	174074	+	YML050W	YML050W	protein_coding
XIII	174220	178305	-	YML049C	YML049C	protein_coding
XIII	178426	179637	+	YML048W	GSF2	protein_coding
XIII	179893	180258	+	YML047W-A	YML047W-A	protein_coding
XIII	180017	181075	-	YML047C	YML047C	protein_coding
XIII	181474	183363	+	YML046W	YML046W	protein_coding
XIII	183898	183968	-	tG(GCC)M	tG(GCC)M	tRNA
XIII	190244	191767	-	YML043C	YML043C	protein_coding
XIII	192788	194800	+	YML042W	CAT2	protein_coding
XIII	194913	195755	-	YML041C	VPS71	protein_coding
XIII	196068	196170	-	tP(UGG)M	tP(UGG)M	tRNA
XIII	202775	204103	-	YML038C	YML038C	protein_coding
XIII	204386	205408	-	YML037C	YML037C	protein_coding
XIII	205642	206293	+	YML036W	YML036W	protein_coding
XIII	206428	208860	-	YML035C	AMD1	protein_coding
XIII	209428	209826	-	YML034C-A	YML034C-A	protein_coding
XIII	209525	212155	+	YML034W	SRC1	protein_coding
XIII	212515	213930	-	YML032C	YML032C	protein_coding
XIII	214086	214421	-	YML031C-A	YML031C-A	protein_coding
XIII	214189	216156	+	YML031W	YML031W	protein_coding
XIII	216435	216914	+	YML030W	YML030W	protein_coding
XIII	217362	219878	+	YML029W	YML029W	protein_coding
XIII	220138	220728	+	YML028W	TSA1	protein_coding
XIII	221406	222563	+	YML027W	YML027W	protein_coding
XIII	222987	223828	-	YML026C	RPS18B	protein_coding
XIII	224406	225365	-	YML025C	YML6	protein_coding
XIII	225889	226697	+	YML024W	RPS17A	protein_coding
XIII	226994	228664	-	YML023C	YML023C	protein_coding
XIII	228937	229500	+	YML022W	YML022W	protein_coding
XIII	229734	230813	-	YML021C	YML021C	protein_coding
XIII	231149	233143	+	YML020W	YML020W	protein_coding
XIII	233457	234455	+	YML019W	YML019W	protein_coding
XIII	234771	235952	-	YML018C	YML018C	protein_coding
XIII	236588	238731	+	YML017W	PSP2	protein_coding
XIII	239458	241536	-	YML016C	YML016C	protein_coding
XIII	241989	243029	-	YML015C	TAF11	protein_coding
XIII	243225	244064	+	YML014W	TRM9	protein_coding
XIII	244149	245903	+	YML013W	UBX2	protein_coding
XIII	245537	245914	-	YML012C-A	YML012C-A	protein_coding
XIII	246116	246751	+	YML012W	YML012W	protein_coding
XIII	246895	247428	-	YML011C	YML011C	protein_coding
XIII	247677	250868	+	YML010W	YML010W	protein_coding
XIII	250435	250911	+	YML009W-B	YML009W-B	protein_coding
XIII	250675	251001	-	YML009C-A	YML009C-A	protein_coding
XIII	251304	251516	-	YML009C	MRPL39	protein_coding
XIII	251839	252990	-	YML008C	ERG6	protein_coding
XIII	253162	253272	-	YML007C-A	YML007C-A	protein_coding
XIII	253848	255800	+	YML007W	YAP1	protein_coding
XIII	256092	258416	-	YML006C	YML006C	protein_coding
XIII	259158	259239	-	tS(AGA)M	tS(AGA)M	tRNA
XIII	260221	261609	+	YML005W	TRM12	protein_coding
XIII	261705	262685	-	YML004C	YML004C	protein_coding
XIII	263483	264355	+	YML003W	YML003W	protein_coding
XIII	264541	266754	+	YML002W	YML002W	protein_coding
XIII	267174	267800	+	YML001W	YPT7	protein_coding
XIII	269019	271136	-	YMR001C	CDC5	protein_coding
XIII	271347	271577	-	YMR001C-A	YMR001C-A	protein_coding
XIII	272193	272663	+	YMR002W	YMR002W	protein_coding
XIII	273118	273714	+	YMR003W	YMR003W	protein_coding
XIII	274017	275552	+	YMR004W	YMR004W	protein_coding
XIII	276045	277211	+	YMR005W	TAF4	protein_coding
XIII	277561	279681	-	YMR006C	YMR006C	protein_coding
XIII	279960	280340	+	YMR007W	YMR007W	protein_coding
XIII	280590	282584	-	YMR008C	YMR008C	protein_coding
XIII	284102	284641	+	YMR009W	YMR009W	protein_coding
XIII	285100	286317	+	YMR010W	YMR010W	protein_coding
XIII	288079	289704	+	YMR011W	YMR011W	protein_coding
XIII	290801	290872	+	tE(UUC)M	tE(UUC)M	tRNA
XIII	291134	294967	+	YMR012W	CLU1	protein_coding
XIII	295179	296738	-	YMR013C	YMR013C	protein_coding
XIII	296471	296620	-	YMR013C-A	YMR013C-A	protein_coding
XIII	297278	297364	+	snR78	SNR78	snoRNA
XIII	297506	297593	+	snR77	SNR77	snoRNA
XIII	297725	297833	+	snR76	SNR76	snoRNA
XIII	297918	298006	+	snR75	SNR75	snoRNA
XIII	298138	298225	+	snR74	SNR74	snoRNA
XIII	298307	298412	+	snR73	SNR73	snoRNA
XIII	298311	298391	+	YMR013W-A	YMR013W-A	protein_coding
XIII	298554	298651	+	snR72	SNR72	snoRNA
XIII	298868	300427	+	YMR014W	YMR014W	protein_coding
XIII	300869	302485	-	YMR015C	ERG5	protein_coding
XIII	303236	305593	-	YMR016C	YMR016C	protein_coding
XIII	307489	308682	+	YMR017W	SPO20	protein_coding
XIII	310208	311752	+	YMR018W	YMR018W	protein_coding
XIII	312156	315005	+	YMR019W	YMR019W	protein_coding
XIII	315377	316903	+	YMR020W	YMR020W	protein_coding
XIII	317165	318418	-	YMR021C	MAC1	protein_coding
XIII	318680	319177	+	YMR022W	UBC7	protein_coding
XIII	319437	321017	-	YMR023C	MSS1	protein_coding
XIII	321147	321219	-	tA(AGC)M1	tA(AGC)M1	tRNA
XIII	321875	323047	+	YMR024W	MRPL3	protein_coding
XIII	323300	324187	+	YMR025W	YMR025W	protein_coding
XIII	324236	325435	-	YMR026C	PEX12	protein_coding
XIII	325877	327289	+	YMR027W	YMR027W	protein_coding
XIII	327482	328582	+	YMR028W	YMR028W	protein_coding
XIII	328660	330231	-	YMR029C	YMR029C	protein_coding
XIII	330793	331923	+	YMR030W	YMR030W	protein_coding
